2026-08-01T02:25:21+0800	1	START	l2p_aircraft_B0_Inc10
2026-08-01T02:40:21+0800	1	DONE	l2p_aircraft_B0_Inc10
2026-08-01T02:40:21+0800	1	START	coda_prompt_cars_B0_Inc10
2026-08-01T02:52:04+0800	1	DONE	coda_prompt_cars_B0_Inc10
2026-08-01T02:52:04+0800	1	START	simplecil_aircraft_B0_Inc10
2026-08-01T02:54:50+0800	1	DONE	simplecil_aircraft_B0_Inc10
2026-08-01T02:54:50+0800	1	START	rapf_cars_B0_Inc10
2026-08-01T03:02:06+0800	1	DONE	rapf_cars_B0_Inc10
2026-08-01T03:02:06+0800	1	START	engine_aircraft_B0_Inc10
2026-08-01T03:28:14+0800	1	DONE	engine_aircraft_B0_Inc10
2026-08-01T03:28:14+0800	1	START	CLG-CBM_aircraft_B0_Inc10
2026-08-01T04:02:06+0800	1	DONE	CLG-CBM_aircraft_B0_Inc10
